timeSinceStartup,missionElapsedTime,guidanceFrequency,flightMode,pyroState,chuteState,dataLoggingState,telemSendState,telemConnState,battV,servoV,rollMotorV,boardTemp,gyroX,gyroY,gyroZ,alt,oriX,oriY,oriZ,tvcX,tvcY,pyro1Cont,pyro2Cont,pyro3Cont,pyro4Cont,pyro5Cont,pyro1Fire,pyro2Fire,pyro3Fire,pyro4Fire,pyro5Fire
52676,4142,5.46,3,0,1,0,3,0,11.44,8.34,5.97,0.00,0.00,0.00,0.00,1317.11,0.14,0.09,-0.24,36.60,-12.15,1,1,1,1,1,0,0,0,0,0
52693,4159,5.00,3,0,1,0,3,0,11.44,8.34,5.97,0.00,0.00,0.00,0.00,1317.11,0.14,0.09,-0.24,37.46,-12.67,1,1,1,1,1,0,0,0,0,0
52714,4180,inf,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.11,0.14,0.09,-0.24,37.09,-12.78,0,0,1,1,1,0,0,0,0,0
52732,4198,55.56,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.10,0.14,0.09,-0.24,37.72,-11.59,0,0,1,1,1,0,0,0,0,0
52737,4203,43.48,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.10,0.14,0.09,-0.24,38.69,-12.06,0,0,1,1,1,0,0,0,0,0
52755,4221,24.39,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.10,0.14,0.09,-0.24,39.47,-11.74,0,0,1,1,1,0,0,0,0,0
52760,4226,21.74,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.10,0.15,0.09,-0.24,36.64,-13.49,0,0,1,1,1,0,0,0,0,0
52777,4243,15.87,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.10,0.15,0.09,-0.24,38.64,-13.32,0,0,1,1,1,0,0,0,0,0
52782,4248,14.71,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.10,0.14,0.09,-0.23,37.77,-12.66,0,0,1,1,1,0,0,0,0,0
52800,4266,11.63,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.09,0.14,0.09,-0.23,37.92,-12.06,0,0,1,1,1,0,0,0,0,0
52806,4272,10.87,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.09,0.14,0.10,-0.23,37.89,-14.32,0,0,1,1,1,0,0,0,0,0
52823,4289,9.17,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.09,0.14,0.10,-0.23,40.84,-13.09,0,0,1,1,1,0,0,0,0,0
52828,4294,8.77,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.09,0.14,0.10,-0.23,38.41,-13.48,0,0,1,1,1,0,0,0,0,0
52846,4312,7.58,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.10,0.14,0.10,-0.23,37.97,-14.13,0,0,1,1,1,0,0,0,0,0
52851,4317,7.30,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.10,0.14,0.10,-0.24,40.32,-13.18,0,0,1,1,1,0,0,0,0,0
52868,4334,6.49,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.10,0.14,0.10,-0.24,38.26,-12.48,0,0,1,1,1,0,0,0,0,0
52874,4340,6.25,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.10,0.14,0.10,-0.24,39.90,-13.04,0,0,1,1,1,0,0,0,0,0
52891,4357,5.65,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.10,0.14,0.10,-0.24,39.12,-12.71,0,0,1,1,1,0,0,0,0,0
52897,4363,5.46,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.10,0.14,0.10,-0.24,41.60,-14.13,0,0,1,1,1,0,0,0,0,0
52914,4380,5.00,3,0,1,0,3,0,11.70,8.34,5.99,0.00,0.00,0.00,0.00,1317.10,0.14,0.10,-0.24,40.15,-12.18,0,0,1,1,1,0,0,0,0,0
52934,4400,inf,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.10,0.14,0.10,-0.25,41.57,-13.74,1,1,1,1,1,0,0,0,0,0
52952,4418,55.56,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.09,0.15,0.11,-0.25,40.83,-16.62,1,1,1,1,1,0,0,0,0,0
52957,4423,43.48,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.09,0.15,0.11,-0.25,43.18,-14.50,1,1,1,1,1,0,0,0,0,0
52974,4440,25.00,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.09,0.15,0.11,-0.25,40.70,-13.36,1,1,1,1,1,0,0,0,0,0
52981,4447,21.28,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.09,0.15,0.10,-0.26,42.73,-12.46,1,1,1,1,1,0,0,0,0,0
52998,4464,15.62,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.09,0.15,0.10,-0.26,42.92,-13.81,1,1,1,1,1,0,0,0,0,0
53003,4469,14.49,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.09,0.15,0.10,-0.26,41.92,-14.93,1,1,1,1,1,0,0,0,0,0
53021,4487,11.49,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.09,0.15,0.10,-0.26,43.54,-13.99,1,1,1,1,1,0,0,0,0,0
53026,4492,10.87,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.09,0.15,0.11,-0.26,41.88,-15.73,1,1,1,1,1,0,0,0,0,0
53043,4509,9.17,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.09,0.15,0.11,-0.26,42.98,-14.34,1,1,1,1,1,0,0,0,0,0
53049,4515,8.70,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.09,0.16,0.11,-0.26,43.84,-14.45,1,1,1,1,1,0,0,0,0,0
53066,4532,7.58,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.08,0.16,0.10,-0.26,42.88,-14.13,1,1,1,1,1,0,0,0,0,0
53072,4538,7.25,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.08,0.15,0.10,-0.26,43.15,-14.87,1,1,1,1,1,0,0,0,0,0
53089,4555,6.45,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.06,0.16,0.11,-0.26,43.88,-16.54,1,1,1,1,1,0,0,0,0,0
53094,4560,6.25,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.06,0.16,0.11,-0.26,42.97,-16.08,1,1,1,1,1,0,0,0,0,0
53112,4578,5.62,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.07,0.16,0.11,-0.26,44.01,-14.50,1,1,1,1,1,0,0,0,0,0
53117,4583,5.46,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.07,0.16,0.11,-0.26,44.87,-16.27,1,1,1,1,1,0,0,0,0,0
53134,4600,5.00,3,0,1,0,3,0,11.48,8.34,5.98,0.00,0.00,0.00,0.00,1317.07,0.16,0.11,-0.26,45.50,-16.61,1,1,1,1,1,0,0,0,0,0
53155,4621,inf,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.07,0.16,0.12,-0.26,44.98,-16.89,1,1,1,1,1,0,0,0,0,0
53173,4639,55.56,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.07,0.16,0.11,-0.27,45.94,-15.02,1,1,1,1,1,0,0,0,0,0
53178,4644,43.48,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.07,0.15,0.11,-0.28,47.51,-14.16,1,1,1,1,1,0,0,0,0,0
53196,4662,24.39,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.07,0.15,0.11,-0.28,46.82,-16.80,1,1,1,1,1,0,0,0,0,0
53201,4667,21.74,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.07,0.16,0.10,-0.27,45.34,-14.26,1,1,1,1,1,0,0,0,0,0
53218,4684,15.87,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.08,0.16,0.10,-0.28,46.84,-15.40,1,1,1,1,1,0,0,0,0,0
53223,4689,14.71,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.08,0.16,0.11,-0.27,46.12,-16.18,1,1,1,1,1,0,0,0,0,0
53241,4707,11.63,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.08,0.16,0.11,-0.28,47.00,-15.66,1,1,1,1,1,0,0,0,0,0
53247,4713,10.87,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.08,0.16,0.10,-0.27,45.62,-15.68,1,1,1,1,1,0,0,0,0,0
53264,4730,9.17,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.09,0.16,0.10,-0.27,46.63,-14.54,1,1,1,1,1,0,0,0,0,0
53269,4735,8.77,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.09,0.16,0.10,-0.27,47.21,-16.06,1,1,1,1,1,0,0,0,0,0
53287,4753,7.58,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.09,0.16,0.10,-0.27,46.72,-15.06,1,1,1,1,1,0,0,0,0,0
53292,4758,7.30,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.09,0.16,0.10,-0.28,47.92,-15.42,1,1,1,1,1,0,0,0,0,0
53309,4775,6.49,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.09,0.16,0.10,-0.27,45.98,-16.33,1,1,1,1,1,0,0,0,0,0
53314,4780,6.29,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.09,0.16,0.11,-0.27,46.97,-17.81,1,1,1,1,1,0,0,0,0,0
53332,4798,5.65,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.10,0.16,0.11,-0.27,47.22,-16.09,1,1,1,1,1,0,0,0,0,0
53338,4804,5.46,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.10,0.16,0.12,-0.27,47.95,-18.70,1,1,1,1,1,0,0,0,0,0
53355,4821,5.00,3,0,1,0,3,0,11.31,8.34,5.97,0.00,0.00,0.00,0.00,1317.10,0.17,0.12,-0.27,49.01,-17.38,1,1,1,1,1,0,0,0,0,0
53375,4841,inf,3,0,1,0,3,0,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.10,0.17,0.12,-0.27,46.79,-18.36,0,0,1,1,1,0,0,0,0,0
53393,4859,55.56,3,0,1,0,3,0,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.10,0.17,0.12,-0.27,48.71,-16.69,0,0,1,1,1,0,0,0,0,0
53398,4864,43.48,3,0,1,0,3,0,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.10,0.16,0.12,-0.27,47.87,-18.08,0,0,1,1,1,0,0,0,0,0
53415,4881,25.00,3,0,1,0,3,0,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.10,0.16,0.12,-0.27,48.63,-16.91,0,0,1,1,1,0,0,0,0,0
53422,4888,21.28,3,0,1,0,3,0,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.10,0.16,0.12,-0.27,48.69,-18.89,0,0,1,1,1,0,0,0,0,0
53439,4905,15.62,3,0,1,0,3,0,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.11,0.16,0.12,-0.27,49.70,-19.38,0,0,1,1,1,0,0,0,0,0
53444,4910,14.49,3,0,1,0,3,0,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.11,0.16,0.13,-0.27,49.86,-18.39,0,0,1,1,1,0,0,0,0,0
53462,4928,11.49,3,0,1,0,3,0,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.12,0.16,0.12,-0.27,49.60,-16.32,0,0,1,1,1,0,0,0,0,0
53467,4933,10.87,3,0,1,0,3,0,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.12,0.16,0.12,-0.28,50.69,-16.96,0,0,1,1,1,0,0,0,0,0
53484,4950,9.17,3,0,1,0,3,0,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.14,0.16,0.12,-0.28,49.86,-17.38,0,0,1,1,1,0,0,0,0,0
53490,4956,8.70,3,0,1,0,3,0,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.14,0.16,0.12,-0.28,51.10,-19.10,0,0,1,1,1,0,0,0,0,0
53507,4973,7.58,3,0,1,0,3,0,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.15,0.16,0.12,-0.28,51.03,-19.64,0,0,1,1,1,0,0,0,0,0
53513,4979,7.25,3,0,1,0,3,0,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.15,0.17,0.12,-0.28,50.81,-18.08,0,0,1,1,1,0,0,0,0,0
53530,4996,6.45,3,0,1,0,3,0,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.16,0.17,0.12,-0.28,50.97,-18.34,0,0,1,1,1,0,0,0,0,0
53535,5001,6.25,3,0,1,0,3,0,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.16,0.16,0.12,-0.29,52.49,-19.30,0,0,1,1,1,0,0,0,0,0
53553,5019,5.62,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.16,0.16,0.13,-0.29,50.70,-20.28,0,0,1,1,1,0,0,0,0,0
53558,5024,5.46,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.16,0.16,0.13,-0.29,51.78,-20.00,0,0,1,1,1,0,0,0,0,0
53575,5041,5.00,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.17,0.16,0.13,-0.29,50.81,-18.38,0,0,1,1,1,0,0,0,0,0
53596,5062,inf,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.17,0.16,0.13,-0.28,51.53,-19.91,0,0,1,1,1,0,0,0,0,0
53614,5080,55.56,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.16,0.17,0.13,-0.28,51.12,-20.25,0,0,1,1,1,0,0,0,0,0
53619,5085,43.48,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.16,0.17,0.13,-0.29,53.99,-20.02,0,0,1,1,1,0,0,0,0,0
53637,5103,24.39,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.17,0.17,0.14,-0.29,53.77,-20.54,0,0,1,1,1,0,0,0,0,0
53642,5108,21.74,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.17,0.17,0.13,-0.29,53.10,-18.99,0,0,1,1,1,0,0,0,0,0
53659,5125,15.87,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.17,0.18,0.13,-0.29,53.79,-18.88,0,0,1,1,1,0,0,0,0,0
53664,5130,14.71,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.17,0.17,0.13,-0.29,53.63,-18.99,0,0,1,1,1,0,0,0,0,0
53682,5148,11.63,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.17,0.17,0.13,-0.29,53.66,-20.29,0,0,1,1,1,0,0,0,0,0
53688,5154,10.87,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.17,0.18,0.13,-0.29,55.01,-20.07,0,0,1,1,1,0,0,0,0,0
53705,5171,9.17,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.18,0.18,0.13,-0.29,55.24,-20.59,0,0,1,1,1,0,0,0,0,0
53710,5176,8.77,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.18,0.18,0.13,-0.30,54.97,-20.76,0,0,1,1,1,0,0,0,0,0
53728,5194,7.58,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.18,0.18,0.13,-0.30,55.13,-21.01,0,0,1,1,1,0,0,0,0,0
53733,5199,7.30,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.18,0.18,0.13,-0.29,53.89,-19.89,0,0,1,1,1,0,0,0,0,0
53750,5216,6.49,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.18,0.18,0.13,-0.29,53.29,-21.73,0,0,1,1,1,0,0,0,0,0
53755,5221,6.29,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.18,0.18,0.14,-0.29,54.34,-22.32,0,0,1,1,1,0,0,0,0,0
53773,5239,5.65,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.17,0.18,0.14,-0.29,54.88,-19.87,0,0,1,1,1,0,0,0,0,0
53779,5245,5.46,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.17,0.18,0.13,-0.29,55.97,-20.24,0,0,1,1,1,0,0,0,0,0
53796,5262,5.00,3,0,1,0,3,1,11.70,8.30,5.99,0.00,0.00,0.00,0.00,1317.17,0.18,0.13,-0.29,55.67,-21.59,0,0,1,1,1,0,0,0,0,0
53816,5282,inf,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.17,0.18,0.13,-0.30,56.74,-19.91,0,0,1,1,1,0,0,0,0,0
53834,5300,55.56,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.16,0.18,0.13,-0.30,56.63,-20.23,0,0,1,1,1,0,0,0,0,0
53839,5305,43.48,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.16,0.18,0.13,-0.30,56.89,-22.74,0,0,1,1,1,0,0,0,0,0
53856,5322,25.00,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.16,0.18,0.13,-0.30,57.11,-21.99,0,0,1,1,1,0,0,0,0,0
53863,5329,21.28,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.16,0.18,0.13,-0.30,56.94,-21.22,0,0,1,1,1,0,0,0,0,0
53880,5346,15.62,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.15,0.18,0.13,-0.30,58.29,-21.82,0,0,1,1,1,0,0,0,0,0
53885,5351,14.49,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.15,0.18,0.13,-0.30,57.38,-20.67,0,0,1,1,1,0,0,0,0,0
53903,5369,11.49,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.15,0.18,0.13,-0.30,58.89,-21.22,0,0,1,1,1,0,0,0,0,0
53908,5374,10.87,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.15,0.19,0.13,-0.30,56.92,-22.79,0,0,1,1,1,0,0,0,0,0
53925,5391,9.17,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.13,0.19,0.14,-0.30,58.99,-22.83,0,0,1,1,1,0,0,0,0,0
53931,5397,8.70,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.13,0.19,0.13,-0.30,59.20,-20.81,0,0,1,1,1,0,0,0,0,0
53948,5414,7.58,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.14,0.19,0.13,-0.30,58.44,-22.50,0,0,1,1,1,0,0,0,0,0
53954,5420,7.25,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.14,0.19,0.13,-0.31,59.12,-21.01,0,0,1,1,1,0,0,0,0,0
53971,5437,6.45,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.15,0.19,0.13,-0.31,60.54,-21.71,0,0,1,1,1,0,0,0,0,0
53976,5442,6.25,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.15,0.19,0.13,-0.31,59.95,-23.02,0,0,1,1,1,0,0,0,0,0
53994,5460,5.62,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.14,0.19,0.13,-0.31,59.33,-23.24,0,0,1,1,1,0,0,0,0,0
53999,5465,5.46,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.14,0.19,0.14,-0.31,59.62,-22.89,0,0,1,1,1,0,0,0,0,0
54016,5482,5.00,3,0,1,0,3,1,11.67,8.33,5.99,0.00,0.00,0.00,0.00,1317.13,0.19,0.14,-0.31,60.86,-23.56,0,0,1,1,1,0,0,0,0,0
54037,5503,inf,3,0,1,0,3,1,11.69,8.34,5.99,0.00,0.00,0.00,0.00,1317.13,0.19,0.14,-0.31,60.17,-22.76,0,0,1,1,1,0,0,0,0,0
56070,7536,inf,4,0,1,0,3,1,11.69,8.32,5.99,0.00,0.00,0.00,0.00,1317.14,-0.04,-0.31,-0.10,59.35,39.11,0,0,1,0,1,0,0,0,1,1
